warehouse_name,date,storage,next_day_storage
Flour,2024-06-04,38,47.0
Flour,2024-06-05,47,
Hand Sanitizer,2024-02-05,9,9.0
Hand Sanitizer,2024-02-06,9,9.0
Hand Sanitizer,2024-02-07,9,8.0
Hand Sanitizer,2024-02-08,8,8.0
Hand Sanitizer,2024-02-09,8,8.0
Hand Sanitizer,2024-02-10,8,8.0
Hand Sanitizer,2024-02-11,8,8.0
Hand Sanitizer,2024-02-12,8,9.0
Hand Sanitizer,2024-02-13,9,8.0
Hand Sanitizer,2024-02-14,8,7.0
Hand Sanitizer,2024-02-15,7,7.0
Hand Sanitizer,2024-02-16,7,7.0
Hand Sanitizer,2024-02-17,7,7.0
Hand Sanitizer,2024-02-18,7,7.0
Hand Sanitizer,2024-02-19,7,8.0
Hand Sanitizer,2024-02-20,8,8.0
Hand Sanitizer,2024-02-21,8,8.0
Hand Sanitizer,2024-02-22,8,9.0
Hand Sanitizer,2024-02-23,9,9.0
Hand Sanitizer,2024-02-24,9,10.0
Hand Sanitizer,2024-02-25,10,7.0
Hand Sanitizer,2024-02-26,7,7.0
Hand Sanitizer,2024-02-27,7,7.0
Hand Sanitizer,2024-02-28,7,7.0
Hand Sanitizer,2024-02-29,7,7.0
Hand Sanitizer,2024-03-01,7,6.0
Hand Sanitizer,2024-03-02,6,7.0
Hand Sanitizer,2024-03-03,7,7.0
Hand Sanitizer,2024-03-04,7,7.0
Hand Sanitizer,2024-03-05,7,7.0
Hand Sanitizer,2024-03-06,7,8.0
Hand Sanitizer,2024-03-07,8,8.0
Hand Sanitizer,2024-03-08,8,7.0
Hand Sanitizer,2024-03-09,7,8.0
Hand Sanitizer,2024-03-10,8,8.0
Hand Sanitizer,2024-03-11,8,8.0
Hand Sanitizer,2024-03-12,8,8.0
Hand Sanitizer,2024-03-13,8,8.0
Hand Sanitizer,2024-03-14,8,7.0
Hand Sanitizer,2024-03-15,7,7.0
Hand Sanitizer,2024-03-16,7,7.0
Hand Sanitizer,2024-03-17,7,8.0
Hand Sanitizer,2024-03-18,8,9.0
Hand Sanitizer,2024-03-19,9,9.0
Hand Sanitizer,2024-03-20,9,11.0
Hand Sanitizer,2024-03-21,11,11.0
Hand Sanitizer,2024-03-22,11,12.0
Hand Sanitizer,2024-03-23,12,13.0
Hand Sanitizer,2024-03-24,13,13.0
Hand Sanitizer,2024-03-25,13,13.0
Hand Sanitizer,2024-03-26,13,13.0
Hand Sanitizer,2024-03-27,13,13.0
Hand Sanitizer,2024-03-28,13,14.0
Hand Sanitizer,2024-03-29,14,15.0
Hand Sanitizer,2024-03-30,15,17.0
Hand Sanitizer,2024-03-31,17,19.0
Hand Sanitizer,2024-04-01,19,18.0
Hand Sanitizer,2024-04-02,18,15.0
Hand Sanitizer,2024-04-03,15,14.0
Hand Sanitizer,2024-04-04,14,14.0
Hand Sanitizer,2024-04-05,14,14.0
Hand Sanitizer,2024-04-06,14,13.0
Hand Sanitizer,2024-04-07,13,13.0
Hand Sanitizer,2024-04-08,13,13.0
Hand Sanitizer,2024-04-09,13,14.0
Hand Sanitizer,2024-04-10,14,14.0
Hand Sanitizer,2024-04-11,14,15.0
Hand Sanitizer,2024-04-12,15,14.0
Hand Sanitizer,2024-04-13,14,14.0
Hand Sanitizer,2024-04-14,14,15.0
Hand Sanitizer,2024-04-15,15,15.0
Hand Sanitizer,2024-04-16,15,16.0
Hand Sanitizer,2024-04-17,16,15.0
Hand Sanitizer,2024-04-18,15,15.0
Hand Sanitizer,2024-04-19,15,14.0
Hand Sanitizer,2024-04-20,14,15.0
Hand Sanitizer,2024-04-21,15,15.0
Hand Sanitizer,2024-04-22,15,15.0
Hand Sanitizer,2024-04-23,15,16.0
Hand Sanitizer,2024-04-24,16,15.0
Hand Sanitizer,2024-04-25,15,15.0
Hand Sanitizer,2024-04-26,15,14.0
Hand Sanitizer,2024-04-27,14,18.0
Hand Sanitizer,2024-04-28,18,24.0
Hand Sanitizer,2024-04-29,24,20.0
Hand Sanitizer,2024-04-30,20,19.0
Hand Sanitizer,2024-05-01,19,19.0
Hand Sanitizer,2024-05-02,19,17.0
Hand Sanitizer,2024-05-03,17,16.0
Hand Sanitizer,2024-05-04,16,17.0
Hand Sanitizer,2024-05-05,17,26.0
Hand Sanitizer,2024-05-06,26,36.0
Hand Sanitizer,2024-05-07,36,23.0
Hand Sanitizer,2024-05-08,23,21.0
Hand Sanitizer,2024-05-09,21,21.0
Hand Sanitizer,2024-05-10,21,19.0
Hand Sanitizer,2024-05-11,19,19.0
Hand Sanitizer,2024-05-12,19,20.0
Hand Sanitizer,2024-05-13,20,19.0
Hand Sanitizer,2024-05-14,19,19.0
Hand Sanitizer,2024-05-15,19,27.0
Hand Sanitizer,2024-05-16,27,44.0
Hand Sanitizer,2024-05-17,44,30.0
Hand Sanitizer,2024-05-18,30,19.0
Hand Sanitizer,2024-05-19,19,18.0
Hand Sanitizer,2024-05-20,18,18.0
Hand Sanitizer,2024-05-21,18,19.0
Hand Sanitizer,2024-05-22,19,21.0
Hand Sanitizer,2024-05-23,21,20.0
Hand Sanitizer,2024-05-24,20,18.0
Hand Sanitizer,2024-05-25,18,18.0
Hand Sanitizer,2024-05-26,18,17.0
Hand Sanitizer,2024-05-27,17,17.0
Hand Sanitizer,2024-05-28,17,17.0
Hand Sanitizer,2024-05-29,17,17.0
Hand Sanitizer,2024-05-30,17,17.0
Hand Sanitizer,2024-05-31,17,17.0
Hand Sanitizer,2024-06-01,17,18.0
Hand Sanitizer,2024-06-02,18,17.0
Hand Sanitizer,2024-06-03,17,17.0
Hand Sanitizer,2024-06-04,17,19.0
Hand Sanitizer,2024-06-05,19,
Instant Noodles,2024-02-05,32,30.0
Instant Noodles,2024-02-06,30,31.0
Instant Noodles,2024-02-07,31,29.0
Instant Noodles,2024-02-08,29,28.0
Instant Noodles,2024-02-09,28,29.0
Instant Noodles,2024-02-10,29,28.0
Instant Noodles,2024-02-11,28,29.0
Instant Noodles,2024-02-12,29,33.0
Instant Noodles,2024-02-13,33,31.0
Instant Noodles,2024-02-14,31,29.0
Instant Noodles,2024-02-15,29,28.0
Instant Noodles,2024-02-16,28,27.0
Instant Noodles,2024-02-17,27,30.0
Instant Noodles,2024-02-18,30,31.0
Instant Noodles,2024-02-19,31,31.0
Instant Noodles,2024-02-20,31,32.0
Instant Noodles,2024-02-21,32,34.0
Instant Noodles,2024-02-22,34,34.0
Instant Noodles,2024-02-23,34,36.0
Instant Noodles,2024-02-24,36,39.0
Instant Noodles,2024-02-25,39,34.0
Instant Noodles,2024-02-26,34,30.0
Instant Noodles,2024-02-27,30,29.0
Instant Noodles,2024-02-28,29,28.0
Instant Noodles,2024-02-29,28,28.0
Instant Noodles,2024-03-01,28,27.0
Instant Noodles,2024-03-02,27,29.0
Instant Noodles,2024-03-03,29,29.0
Instant Noodles,2024-03-04,29,29.0
Instant Noodles,2024-03-05,29,29.0
Instant Noodles,2024-03-06,29,32.0
Instant Noodles,2024-03-07,32,31.0
Instant Noodles,2024-03-08,31,31.0
Instant Noodles,2024-03-09,31,34.0
Instant Noodles,2024-03-10,34,33.0
Instant Noodles,2024-03-11,33,33.0
Instant Noodles,2024-03-12,33,36.0
Instant Noodles,2024-03-13,36,33.0
Instant Noodles,2024-03-14,33,36.0
Instant Noodles,2024-03-15,36,32.0
Instant Noodles,2024-03-16,32,33.0
Instant Noodles,2024-03-17,33,32.0
Instant Noodles,2024-03-18,32,31.0
Instant Noodles,2024-03-19,31,35.0
Instant Noodles,2024-03-20,35,33.0
Instant Noodles,2024-03-21,33,31.0
Instant Noodles,2024-03-22,31,32.0
Instant Noodles,2024-03-23,32,34.0
Instant Noodles,2024-03-24,34,34.0
Instant Noodles,2024-03-25,34,36.0
Instant Noodles,2024-03-26,36,38.0
Instant Noodles,2024-03-27,38,34.0
Instant Noodles,2024-03-28,34,34.0
Instant Noodles,2024-03-29,34,34.0
Instant Noodles,2024-03-30,34,35.0
Instant Noodles,2024-03-31,35,39.0
Instant Noodles,2024-04-01,39,33.0
Instant Noodles,2024-04-02,33,28.0
Instant Noodles,2024-04-03,28,27.0
Instant Noodles,2024-04-04,27,26.0
Instant Noodles,2024-04-05,26,24.0
Instant Noodles,2024-04-06,24,23.0
Instant Noodles,2024-04-07,23,24.0
Instant Noodles,2024-04-08,24,25.0
Instant Noodles,2024-04-09,25,26.0
Instant Noodles,2024-04-10,26,27.0
Instant Noodles,2024-04-11,27,30.0
Instant Noodles,2024-04-12,30,28.0
Instant Noodles,2024-04-13,28,27.0
Instant Noodles,2024-04-14,27,27.0
Instant Noodles,2024-04-15,27,28.0
Instant Noodles,2024-04-16,28,28.0
Instant Noodles,2024-04-17,28,27.0
Instant Noodles,2024-04-18,27,27.0
Instant Noodles,2024-04-19,27,26.0
Instant Noodles,2024-04-20,26,28.0
Instant Noodles,2024-04-21,28,27.0
Instant Noodles,2024-04-22,27,29.0
Instant Noodles,2024-04-23,29,26.0
Instant Noodles,2024-04-24,26,26.0
Instant Noodles,2024-04-25,26,25.0
Instant Noodles,2024-04-26,25,23.0
Instant Noodles,2024-04-27,23,25.0
Instant Noodles,2024-04-28,25,46.0
Instant Noodles,2024-04-29,46,36.0
Instant Noodles,2024-04-30,36,32.0
Instant Noodles,2024-05-01,32,33.0
Instant Noodles,2024-05-02,33,29.0
Instant Noodles,2024-05-03,29,28.0
Instant Noodles,2024-05-04,28,29.0
Instant Noodles,2024-05-05,29,28.0
Instant Noodles,2024-05-06,28,67.0
Instant Noodles,2024-05-07,67,41.0
Instant Noodles,2024-05-08,41,33.0
Instant Noodles,2024-05-09,33,32.0
Instant Noodles,2024-05-10,32,30.0
Instant Noodles,2024-05-11,30,34.0
Instant Noodles,2024-05-12,34,34.0
Instant Noodles,2024-05-13,34,34.0
Instant Noodles,2024-05-14,34,32.0
Instant Noodles,2024-05-15,32,30.0
Instant Noodles,2024-05-16,30,82.0
Instant Noodles,2024-05-17,82,58.0
Instant Noodles,2024-05-18,58,35.0
Instant Noodles,2024-05-19,35,29.0
Instant Noodles,2024-05-20,29,28.0
Instant Noodles,2024-05-21,28,28.0
Instant Noodles,2024-05-22,28,27.0
Instant Noodles,2024-05-23,27,26.0
Instant Noodles,2024-05-24,26,25.0
Instant Noodles,2024-05-25,25,28.0
Instant Noodles,2024-05-26,28,26.0
Instant Noodles,2024-05-27,26,25.0
Instant Noodles,2024-05-28,25,26.0
Instant Noodles,2024-05-29,26,23.0
Instant Noodles,2024-05-30,23,22.0
Instant Noodles,2024-05-31,22,22.0
Instant Noodles,2024-06-01,22,24.0
Instant Noodles,2024-06-02,24,24.0
Instant Noodles,2024-06-03,24,25.0
Instant Noodles,2024-06-04,25,26.0
Instant Noodles,2024-06-05,26,
Laundry Detergent,2024-02-05,190,189.0
Laundry Detergent,2024-02-06,189,192.0
Laundry Detergent,2024-02-07,192,200.0
Laundry Detergent,2024-02-08,200,184.0
Laundry Detergent,2024-02-09,184,171.0
Laundry Detergent,2024-02-10,171,164.0
Laundry Detergent,2024-02-11,164,167.0
Laundry Detergent,2024-02-12,167,175.0
Laundry Detergent,2024-02-13,175,185.0
Laundry Detergent,2024-02-14,185,180.0
Laundry Detergent,2024-02-15,180,175.0
Laundry Detergent,2024-02-16,175,152.0
Laundry Detergent,2024-02-17,152,171.0
Laundry Detergent,2024-02-18,171,188.0
Laundry Detergent,2024-02-19,188,184.0
Laundry Detergent,2024-02-20,184,184.0
Laundry Detergent,2024-02-21,184,185.0
Laundry Detergent,2024-02-22,185,178.0
Laundry Detergent,2024-02-23,178,162.0
Laundry Detergent,2024-02-24,162,170.0
Laundry Detergent,2024-02-25,170,180.0
Laundry Detergent,2024-02-26,180,186.0
Laundry Detergent,2024-02-27,186,189.0
Laundry Detergent,2024-02-28,189,191.0
Laundry Detergent,2024-02-29,191,185.0
Laundry Detergent,2024-03-01,185,179.0
Laundry Detergent,2024-03-02,179,168.0
Laundry Detergent,2024-03-03,168,201.0
Laundry Detergent,2024-03-04,201,180.0
Laundry Detergent,2024-03-05,180,210.0
Laundry Detergent,2024-03-06,210,207.0
Laundry Detergent,2024-03-07,207,207.0
Laundry Detergent,2024-03-08,207,184.0
Laundry Detergent,2024-03-09,184,193.0
Laundry Detergent,2024-03-10,193,211.0
Laundry Detergent,2024-03-11,211,217.0
Laundry Detergent,2024-03-12,217,206.0
Laundry Detergent,2024-03-13,206,208.0
Laundry Detergent,2024-03-14,208,190.0
Laundry Detergent,2024-03-15,190,188.0
Laundry Detergent,2024-03-16,188,195.0
Laundry Detergent,2024-03-17,195,216.0
Laundry Detergent,2024-03-18,216,225.0
Laundry Detergent,2024-03-19,225,217.0
Laundry Detergent,2024-03-20,217,216.0
Laundry Detergent,2024-03-21,216,219.0
Laundry Detergent,2024-03-22,219,198.0
Laundry Detergent,2024-03-23,198,214.0
Laundry Detergent,2024-03-24,214,227.0
Laundry Detergent,2024-03-25,227,246.0
Laundry Detergent,2024-03-26,246,241.0
Laundry Detergent,2024-03-27,241,239.0
Laundry Detergent,2024-03-28,239,235.0
Laundry Detergent,2024-03-29,235,223.0
Laundry Detergent,2024-03-30,223,233.0
Laundry Detergent,2024-03-31,233,259.0
Laundry Detergent,2024-04-01,259,244.0
Laundry Detergent,2024-04-02,244,241.0
Laundry Detergent,2024-04-03,241,201.0
Laundry Detergent,2024-04-04,201,171.0
Laundry Detergent,2024-04-05,171,170.0
Laundry Detergent,2024-04-06,170,150.0
Laundry Detergent,2024-04-07,150,145.0
Laundry Detergent,2024-04-08,145,143.0
Laundry Detergent,2024-04-09,143,174.0
Laundry Detergent,2024-04-10,174,178.0
Laundry Detergent,2024-04-11,178,177.0
Laundry Detergent,2024-04-12,177,202.0
Laundry Detergent,2024-04-13,202,203.0
Laundry Detergent,2024-04-14,203,203.0
Laundry Detergent,2024-04-15,203,205.0
Laundry Detergent,2024-04-16,205,206.0
Laundry Detergent,2024-04-17,206,200.0
Laundry Detergent,2024-04-18,200,195.0
Laundry Detergent,2024-04-19,195,184.0
Laundry Detergent,2024-04-20,184,198.0
Laundry Detergent,2024-04-21,198,204.0
Laundry Detergent,2024-04-22,204,216.0
Laundry Detergent,2024-04-23,216,213.0
Laundry Detergent,2024-04-24,213,224.0
Laundry Detergent,2024-04-25,224,195.0
Laundry Detergent,2024-04-26,195,184.0
Laundry Detergent,2024-04-27,184,210.0
Laundry Detergent,2024-04-28,210,274.0
Laundry Detergent,2024-04-29,274,245.0
Laundry Detergent,2024-04-30,245,247.0
Laundry Detergent,2024-05-01,247,242.0
Laundry Detergent,2024-05-02,242,223.0
Laundry Detergent,2024-05-03,223,206.0
Laundry Detergent,2024-05-04,206,201.0
Laundry Detergent,2024-05-05,201,215.0
Laundry Detergent,2024-05-06,215,321.0
Laundry Detergent,2024-05-07,321,286.0
Laundry Detergent,2024-05-08,286,259.0
Laundry Detergent,2024-05-09,259,237.0
Laundry Detergent,2024-05-10,237,238.0
Laundry Detergent,2024-05-11,238,238.0
Laundry Detergent,2024-05-12,238,253.0
Laundry Detergent,2024-05-13,253,262.0
Laundry Detergent,2024-05-14,262,260.0
Laundry Detergent,2024-05-15,260,229.0
Laundry Detergent,2024-05-16,229,318.0
Laundry Detergent,2024-05-17,318,319.0
Laundry Detergent,2024-05-18,319,270.0
Laundry Detergent,2024-05-19,270,259.0
Laundry Detergent,2024-05-20,259,239.0
Laundry Detergent,2024-05-21,239,244.0
Laundry Detergent,2024-05-22,244,234.0
Laundry Detergent,2024-05-23,234,223.0
Laundry Detergent,2024-05-24,223,210.0
Laundry Detergent,2024-05-25,210,228.0
Laundry Detergent,2024-05-26,228,249.0
Laundry Detergent,2024-05-27,249,231.0
Laundry Detergent,2024-05-28,231,240.0
Laundry Detergent,2024-05-29,240,218.0
Laundry Detergent,2024-05-30,218,212.0
Laundry Detergent,2024-05-31,212,199.0
Laundry Detergent,2024-06-01,199,215.0
Laundry Detergent,2024-06-02,215,228.0
Laundry Detergent,2024-06-03,228,228.0
Laundry Detergent,2024-06-04,228,228.0
Laundry Detergent,2024-06-05,228,
Light Bulbs,2024-02-05,26,20.0
Light Bulbs,2024-02-06,20,20.0
Light Bulbs,2024-02-07,20,20.0
Light Bulbs,2024-02-08,20,19.0
Light Bulbs,2024-02-09,19,19.0
Light Bulbs,2024-02-10,19,19.0
Light Bulbs,2024-02-11,19,20.0
Light Bulbs,2024-02-12,20,21.0
Light Bulbs,2024-02-13,21,20.0
Light Bulbs,2024-02-14,20,19.0
Light Bulbs,2024-02-15,19,19.0
Light Bulbs,2024-02-16,19,18.0
Light Bulbs,2024-02-17,18,21.0
Light Bulbs,2024-02-18,21,23.0
Light Bulbs,2024-02-19,23,22.0
Light Bulbs,2024-02-20,22,20.0
Light Bulbs,2024-02-21,20,20.0
Light Bulbs,2024-02-22,20,23.0
Light Bulbs,2024-02-23,23,24.0
Light Bulbs,2024-02-24,24,26.0
Light Bulbs,2024-02-25,26,24.0
Light Bulbs,2024-02-26,24,19.0
Light Bulbs,2024-02-27,19,18.0
Light Bulbs,2024-02-28,18,19.0
Light Bulbs,2024-02-29,19,21.0
Light Bulbs,2024-03-01,21,22.0
Light Bulbs,2024-03-02,22,24.0
Light Bulbs,2024-03-03,24,21.0
Light Bulbs,2024-03-04,21,20.0
Light Bulbs,2024-03-05,20,20.0
Light Bulbs,2024-03-06,20,24.0
Light Bulbs,2024-03-07,24,24.0
Light Bulbs,2024-03-08,24,24.0
Light Bulbs,2024-03-09,24,27.0
Light Bulbs,2024-03-10,27,26.0
Light Bulbs,2024-03-11,26,24.0
Light Bulbs,2024-03-12,24,24.0
Light Bulbs,2024-03-13,24,21.0
Light Bulbs,2024-03-14,21,26.0
Light Bulbs,2024-03-15,26,20.0
Light Bulbs,2024-03-16,20,21.0
Light Bulbs,2024-03-17,21,22.0
Light Bulbs,2024-03-18,22,20.0
Light Bulbs,2024-03-19,20,20.0
Light Bulbs,2024-03-20,20,21.0
Light Bulbs,2024-03-21,21,22.0
Light Bulbs,2024-03-22,22,22.0
Light Bulbs,2024-03-23,22,24.0
Light Bulbs,2024-03-24,24,24.0
Light Bulbs,2024-03-25,24,28.0
Light Bulbs,2024-03-26,28,26.0
Light Bulbs,2024-03-27,26,26.0
Light Bulbs,2024-03-28,26,26.0
Light Bulbs,2024-03-29,26,27.0
Light Bulbs,2024-03-30,27,29.0
Light Bulbs,2024-03-31,29,23.0
Light Bulbs,2024-04-01,23,22.0
Light Bulbs,2024-04-02,22,21.0
Light Bulbs,2024-04-03,21,20.0
Light Bulbs,2024-04-04,20,16.0
Light Bulbs,2024-04-05,16,18.0
Light Bulbs,2024-04-06,18,17.0
Light Bulbs,2024-04-07,17,18.0
Light Bulbs,2024-04-08,18,19.0
Light Bulbs,2024-04-09,19,22.0
Light Bulbs,2024-04-10,22,20.0
Light Bulbs,2024-04-11,20,23.0
Light Bulbs,2024-04-12,23,20.0
Light Bulbs,2024-04-13,20,18.0
Light Bulbs,2024-04-14,18,19.0
Light Bulbs,2024-04-15,19,18.0
Light Bulbs,2024-04-16,18,18.0
Light Bulbs,2024-04-17,18,18.0
Light Bulbs,2024-04-18,18,18.0
Light Bulbs,2024-04-19,18,16.0
Light Bulbs,2024-04-20,16,21.0
Light Bulbs,2024-04-21,21,20.0
Light Bulbs,2024-04-22,20,18.0
Light Bulbs,2024-04-23,18,19.0
Light Bulbs,2024-04-24,19,26.0
Light Bulbs,2024-04-25,26,21.0
Light Bulbs,2024-04-26,21,22.0
Light Bulbs,2024-04-27,22,25.0
Light Bulbs,2024-04-28,25,34.0
Light Bulbs,2024-04-29,34,30.0
Light Bulbs,2024-04-30,30,27.0
Light Bulbs,2024-05-01,27,26.0
Light Bulbs,2024-05-02,26,26.0
Light Bulbs,2024-05-03,26,27.0
Light Bulbs,2024-05-04,27,26.0
Light Bulbs,2024-05-05,26,19.0
Light Bulbs,2024-05-06,19,56.0
Light Bulbs,2024-05-07,56,32.0
Light Bulbs,2024-05-08,32,29.0
Light Bulbs,2024-05-09,29,29.0
Light Bulbs,2024-05-10,29,26.0
Light Bulbs,2024-05-11,26,28.0
Light Bulbs,2024-05-12,28,28.0
Light Bulbs,2024-05-13,28,28.0
Light Bulbs,2024-05-14,28,28.0
Light Bulbs,2024-05-15,28,27.0
Light Bulbs,2024-05-16,27,68.0
Light Bulbs,2024-05-17,68,44.0
Light Bulbs,2024-05-18,44,25.0
Light Bulbs,2024-05-19,25,24.0
Light Bulbs,2024-05-20,24,21.0
Light Bulbs,2024-05-21,21,19.0
Light Bulbs,2024-05-22,19,20.0
Light Bulbs,2024-05-23,20,19.0
Light Bulbs,2024-05-24,19,18.0
Light Bulbs,2024-05-25,18,19.0
Light Bulbs,2024-05-26,19,21.0
Light Bulbs,2024-05-27,21,20.0
Light Bulbs,2024-05-28,20,18.0
Light Bulbs,2024-05-29,18,19.0
Light Bulbs,2024-05-30,19,19.0
Light Bulbs,2024-05-31,19,20.0
Light Bulbs,2024-06-01,20,19.0
Light Bulbs,2024-06-02,19,20.0
Light Bulbs,2024-06-03,20,20.0
Light Bulbs,2024-06-04,20,22.0
Light Bulbs,2024-06-05,22,
Matches,2024-02-05,20,20.0
Matches,2024-02-06,20,20.0
Matches,2024-02-07,20,20.0
Matches,2024-02-08,20,20.0
Matches,2024-02-09,20,18.0
Matches,2024-02-10,18,19.0
Matches,2024-02-11,19,19.0
Matches,2024-02-12,19,20.0
Matches,2024-02-13,20,19.0
Matches,2024-02-14,19,19.0
Matches,2024-02-15,19,19.0
Matches,2024-02-16,19,17.0
Matches,2024-02-17,17,20.0
Matches,2024-02-18,20,19.0
Matches,2024-02-19,19,19.0
Matches,2024-02-20,19,19.0
Matches,2024-02-21,19,18.0
Matches,2024-02-22,18,19.0
Matches,2024-02-23,19,18.0
Matches,2024-02-24,18,20.0
Matches,2024-02-25,20,18.0
Matches,2024-02-26,18,20.0
Matches,2024-02-27,20,22.0
Matches,2024-02-28,22,22.0
Matches,2024-02-29,22,20.0
Matches,2024-03-01,20,19.0
Matches,2024-03-02,19,20.0
Matches,2024-03-03,20,19.0
Matches,2024-03-04,19,19.0
Matches,2024-03-05,19,19.0
Matches,2024-03-06,19,28.0
Matches,2024-03-07,28,22.0
Matches,2024-03-08,22,20.0
Matches,2024-03-09,20,21.0
Matches,2024-03-10,21,20.0
Matches,2024-03-11,20,23.0
Matches,2024-03-12,23,26.0
Matches,2024-03-13,26,23.0
Matches,2024-03-14,23,24.0
Matches,2024-03-15,24,19.0
Matches,2024-03-16,19,21.0
Matches,2024-03-17,21,21.0
Matches,2024-03-18,21,22.0
Matches,2024-03-19,22,22.0
Matches,2024-03-20,22,22.0
Matches,2024-03-21,22,22.0
Matches,2024-03-22,22,22.0
Matches,2024-03-23,22,25.0
Matches,2024-03-24,25,28.0
Matches,2024-03-25,28,28.0
Matches,2024-03-26,28,26.0
Matches,2024-03-27,26,26.0
Matches,2024-03-28,26,27.0
Matches,2024-03-29,27,26.0
Matches,2024-03-30,26,27.0
Matches,2024-03-31,27,26.0
Matches,2024-04-01,26,26.0
Matches,2024-04-02,26,21.0
Matches,2024-04-03,21,18.0
Matches,2024-04-04,18,17.0
Matches,2024-04-05,17,17.0
Matches,2024-04-06,17,16.0
Matches,2024-04-07,16,15.0
Matches,2024-04-08,15,15.0
Matches,2024-04-09,15,17.0
Matches,2024-04-10,17,17.0
Matches,2024-04-11,17,20.0
Matches,2024-04-12,20,19.0
Matches,2024-04-13,19,17.0
Matches,2024-04-14,17,17.0
Matches,2024-04-15,17,17.0
Matches,2024-04-16,17,17.0
Matches,2024-04-17,17,17.0
Matches,2024-04-18,17,17.0
Matches,2024-04-19,17,16.0
Matches,2024-04-20,16,19.0
Matches,2024-04-21,19,18.0
Matches,2024-04-22,18,17.0
Matches,2024-04-23,17,19.0
Matches,2024-04-24,19,23.0
Matches,2024-04-25,23,17.0
Matches,2024-04-26,17,15.0
Matches,2024-04-27,15,24.0
Matches,2024-04-28,24,44.0
Matches,2024-04-29,44,26.0
Matches,2024-04-30,26,22.0
Matches,2024-05-01,22,23.0
Matches,2024-05-02,23,20.0
Matches,2024-05-03,20,19.0
Matches,2024-05-04,19,21.0
Matches,2024-05-05,21,30.0
Matches,2024-05-06,30,71.0
Matches,2024-05-07,71,43.0
Matches,2024-05-08,43,32.0
Matches,2024-05-09,32,30.0
Matches,2024-05-10,30,25.0
Matches,2024-05-11,25,26.0
Matches,2024-05-12,26,25.0
Matches,2024-05-13,25,30.0
Matches,2024-05-14,30,25.0
Matches,2024-05-15,25,32.0
Matches,2024-05-16,32,82.0
Matches,2024-05-17,82,54.0
Matches,2024-05-18,54,30.0
Matches,2024-05-19,30,25.0
Matches,2024-05-20,25,17.0
Matches,2024-05-21,17,20.0
Matches,2024-05-22,20,19.0
Matches,2024-05-23,19,16.0
Matches,2024-05-24,16,15.0
Matches,2024-05-25,15,17.0
Matches,2024-05-26,17,17.0
Matches,2024-05-27,17,17.0
Matches,2024-05-28,17,16.0
Matches,2024-05-29,16,16.0
Matches,2024-05-30,16,15.0
Matches,2024-05-31,15,16.0
Matches,2024-06-01,16,17.0
Matches,2024-06-02,17,16.0
Matches,2024-06-03,16,18.0
Matches,2024-06-04,18,19.0
Matches,2024-06-05,19,
Microwave Popcorn,2024-02-05,1,1.0
Microwave Popcorn,2024-02-06,1,1.0
Microwave Popcorn,2024-02-07,1,1.0
Microwave Popcorn,2024-02-08,1,2.0
Microwave Popcorn,2024-02-09,2,1.0
Microwave Popcorn,2024-02-10,1,1.0
Microwave Popcorn,2024-02-11,1,2.0
Microwave Popcorn,2024-02-12,2,2.0
Microwave Popcorn,2024-02-13,2,2.0
Microwave Popcorn,2024-02-14,2,2.0
Microwave Popcorn,2024-02-15,2,2.0
Microwave Popcorn,2024-02-16,2,2.0
Microwave Popcorn,2024-02-17,2,3.0
Microwave Popcorn,2024-02-18,3,3.0
Microwave Popcorn,2024-02-19,3,3.0
Microwave Popcorn,2024-02-20,3,3.0
Microwave Popcorn,2024-02-21,3,3.0
Microwave Popcorn,2024-02-22,3,3.0
Microwave Popcorn,2024-02-23,3,3.0
Microwave Popcorn,2024-02-24,3,4.0
Microwave Popcorn,2024-02-25,4,3.0
Microwave Popcorn,2024-02-26,3,3.0
Microwave Popcorn,2024-02-27,3,4.0
Microwave Popcorn,2024-02-28,4,4.0
Microwave Popcorn,2024-02-29,4,4.0
Microwave Popcorn,2024-03-01,4,4.0
Microwave Popcorn,2024-03-02,4,4.0
Microwave Popcorn,2024-03-03,4,4.0
Microwave Popcorn,2024-03-04,4,5.0
Microwave Popcorn,2024-03-05,5,6.0
Microwave Popcorn,2024-03-06,6,6.0
Microwave Popcorn,2024-03-07,6,8.0
Microwave Popcorn,2024-03-08,8,8.0
Microwave Popcorn,2024-03-09,8,6.0
Microwave Popcorn,2024-03-10,6,5.0
Microwave Popcorn,2024-03-11,5,5.0
Microwave Popcorn,2024-03-12,5,5.0
Microwave Popcorn,2024-03-13,5,5.0
Microwave Popcorn,2024-03-14,5,5.0
Microwave Popcorn,2024-03-15,5,5.0
Microwave Popcorn,2024-03-16,5,4.0
Microwave Popcorn,2024-03-17,4,4.0
Microwave Popcorn,2024-03-18,4,4.0
Microwave Popcorn,2024-03-19,4,4.0
Microwave Popcorn,2024-03-20,4,4.0
Microwave Popcorn,2024-03-21,4,5.0
Microwave Popcorn,2024-03-22,5,5.0
Microwave Popcorn,2024-03-23,5,5.0
Microwave Popcorn,2024-03-24,5,4.0
Microwave Popcorn,2024-03-25,4,4.0
Microwave Popcorn,2024-03-26,4,4.0
Microwave Popcorn,2024-03-27,4,5.0
Microwave Popcorn,2024-03-28,5,6.0
Microwave Popcorn,2024-03-29,6,6.0
Microwave Popcorn,2024-03-30,6,6.0
