warehouse_name,date,storage,next_day_storage
Plastic Cutlery,2024-04-08,40,37.0
Plastic Cutlery,2024-04-09,37,38.0
Plastic Cutlery,2024-04-10,38,39.0
Plastic Cutlery,2024-04-11,39,42.0
Plastic Cutlery,2024-04-12,42,43.0
Plastic Cutlery,2024-04-13,43,44.0
Plastic Cutlery,2024-04-14,44,43.0
Plastic Cutlery,2024-04-15,43,40.0
Plastic Cutlery,2024-04-16,40,41.0
Plastic Cutlery,2024-04-17,41,41.0
Plastic Cutlery,2024-04-18,41,38.0
Plastic Cutlery,2024-04-19,38,37.0
Plastic Cutlery,2024-04-20,37,43.0
Plastic Cutlery,2024-04-21,43,42.0
Plastic Cutlery,2024-04-22,42,43.0
Plastic Cutlery,2024-04-23,43,49.0
Plastic Cutlery,2024-04-24,49,55.0
Plastic Cutlery,2024-04-25,55,43.0
Plastic Cutlery,2024-04-26,43,39.0
Plastic Cutlery,2024-04-27,39,59.0
Plastic Cutlery,2024-04-28,59,103.0
Plastic Cutlery,2024-04-29,103,59.0
Plastic Cutlery,2024-04-30,59,54.0
Plastic Cutlery,2024-05-01,54,58.0
Plastic Cutlery,2024-05-02,58,53.0
Plastic Cutlery,2024-05-03,53,49.0
Plastic Cutlery,2024-05-04,49,49.0
Plastic Cutlery,2024-05-05,49,77.0
Plastic Cutlery,2024-05-06,77,166.0
Plastic Cutlery,2024-05-07,166,85.0
Plastic Cutlery,2024-05-08,85,60.0
Plastic Cutlery,2024-05-09,60,60.0
Plastic Cutlery,2024-05-10,60,54.0
Plastic Cutlery,2024-05-11,54,55.0
Plastic Cutlery,2024-05-12,55,53.0
Plastic Cutlery,2024-05-13,53,63.0
Plastic Cutlery,2024-05-14,63,55.0
Plastic Cutlery,2024-05-15,55,82.0
Plastic Cutlery,2024-05-16,82,172.0
Plastic Cutlery,2024-05-17,172,88.0
Plastic Cutlery,2024-05-18,88,50.0
Plastic Cutlery,2024-05-19,50,36.0
Plastic Cutlery,2024-05-20,36,40.0
Plastic Cutlery,2024-05-21,40,42.0
Plastic Cutlery,2024-05-22,42,38.0
Plastic Cutlery,2024-05-23,38,38.0
Plastic Cutlery,2024-05-24,38,37.0
Plastic Cutlery,2024-05-25,37,40.0
Plastic Cutlery,2024-05-26,40,40.0
Plastic Cutlery,2024-05-27,40,42.0
Plastic Cutlery,2024-05-28,42,42.0
Plastic Cutlery,2024-05-29,42,43.0
Plastic Cutlery,2024-05-30,43,41.0
Plastic Cutlery,2024-05-31,41,40.0
Plastic Cutlery,2024-06-01,40,43.0
Plastic Cutlery,2024-06-02,43,43.0
Plastic Cutlery,2024-06-03,43,44.0
Plastic Cutlery,2024-06-04,44,47.0
Plastic Cutlery,2024-06-05,47,
Plastic Wrap,2024-02-05,104,107.0
Plastic Wrap,2024-02-06,107,100.0
Plastic Wrap,2024-02-07,100,100.0
Plastic Wrap,2024-02-08,100,106.0
Plastic Wrap,2024-02-09,106,105.0
Plastic Wrap,2024-02-10,105,102.0
Plastic Wrap,2024-02-11,102,108.0
Plastic Wrap,2024-02-12,108,113.0
Plastic Wrap,2024-02-13,113,115.0
Plastic Wrap,2024-02-14,115,115.0
Plastic Wrap,2024-02-15,115,123.0
Plastic Wrap,2024-02-16,123,116.0
Plastic Wrap,2024-02-17,116,112.0
Plastic Wrap,2024-02-18,112,122.0
Plastic Wrap,2024-02-19,122,129.0
Plastic Wrap,2024-02-20,129,130.0
Plastic Wrap,2024-02-21,130,130.0
Plastic Wrap,2024-02-22,130,138.0
Plastic Wrap,2024-02-23,138,128.0
Plastic Wrap,2024-02-24,128,124.0
Plastic Wrap,2024-02-25,124,127.0
Plastic Wrap,2024-02-26,127,129.0
Plastic Wrap,2024-02-27,129,128.0
Plastic Wrap,2024-02-28,128,135.0
Plastic Wrap,2024-02-29,135,128.0
Plastic Wrap,2024-03-01,128,131.0
Plastic Wrap,2024-03-02,131,127.0
Plastic Wrap,2024-03-03,127,129.0
Plastic Wrap,2024-03-04,129,135.0
Plastic Wrap,2024-03-05,135,135.0
Plastic Wrap,2024-03-06,135,135.0
Plastic Wrap,2024-03-07,135,144.0
Plastic Wrap,2024-03-08,144,134.0
Plastic Wrap,2024-03-09,134,134.0
Plastic Wrap,2024-03-10,134,145.0
Plastic Wrap,2024-03-11,145,140.0
Plastic Wrap,2024-03-12,140,150.0
Plastic Wrap,2024-03-13,150,147.0
Plastic Wrap,2024-03-14,147,135.0
Plastic Wrap,2024-03-15,135,135.0
Plastic Wrap,2024-03-16,135,129.0
Plastic Wrap,2024-03-17,129,133.0
Plastic Wrap,2024-03-18,133,146.0
Plastic Wrap,2024-03-19,146,137.0
Plastic Wrap,2024-03-20,137,137.0
Plastic Wrap,2024-03-21,137,129.0
Plastic Wrap,2024-03-22,129,128.0
Plastic Wrap,2024-03-23,128,132.0
Plastic Wrap,2024-03-24,132,130.0
Plastic Wrap,2024-03-25,130,140.0
Plastic Wrap,2024-03-26,140,139.0
Plastic Wrap,2024-03-27,139,137.0
Plastic Wrap,2024-03-28,137,146.0
Plastic Wrap,2024-03-29,146,139.0
Plastic Wrap,2024-03-30,139,140.0
Plastic Wrap,2024-03-31,140,145.0
Plastic Wrap,2024-04-01,145,150.0
Plastic Wrap,2024-04-02,150,132.0
Plastic Wrap,2024-04-03,132,118.0
Plastic Wrap,2024-04-04,118,119.0
Plastic Wrap,2024-04-05,119,111.0
Plastic Wrap,2024-04-06,111,102.0
Plastic Wrap,2024-04-07,102,100.0
Plastic Wrap,2024-04-08,100,107.0
Plastic Wrap,2024-04-09,107,113.0
Plastic Wrap,2024-04-10,113,116.0
Plastic Wrap,2024-04-11,116,124.0
Plastic Wrap,2024-04-12,124,132.0
Plastic Wrap,2024-04-13,132,130.0
Plastic Wrap,2024-04-14,130,134.0
Plastic Wrap,2024-04-15,134,146.0
Plastic Wrap,2024-04-16,146,136.0
Plastic Wrap,2024-04-17,136,129.0
Plastic Wrap,2024-04-18,129,131.0
Plastic Wrap,2024-04-19,131,132.0
Plastic Wrap,2024-04-20,132,130.0
Plastic Wrap,2024-04-21,130,135.0
Plastic Wrap,2024-04-22,135,132.0
Plastic Wrap,2024-04-23,132,135.0
Plastic Wrap,2024-04-24,135,140.0
Plastic Wrap,2024-04-25,140,135.0
Plastic Wrap,2024-04-26,135,136.0
Plastic Wrap,2024-04-27,136,135.0
Plastic Wrap,2024-04-28,135,172.0
Plastic Wrap,2024-04-29,172,158.0
Plastic Wrap,2024-04-30,158,157.0
Plastic Wrap,2024-05-01,157,150.0
Plastic Wrap,2024-05-02,150,152.0
Plastic Wrap,2024-05-03,152,147.0
Plastic Wrap,2024-05-04,147,135.0
Plastic Wrap,2024-05-05,135,149.0
Plastic Wrap,2024-05-06,149,222.0
Plastic Wrap,2024-05-07,222,206.0
Plastic Wrap,2024-05-08,206,166.0
Plastic Wrap,2024-05-09,166,150.0
Plastic Wrap,2024-05-10,150,156.0
Plastic Wrap,2024-05-11,156,154.0
Plastic Wrap,2024-05-12,154,153.0
Plastic Wrap,2024-05-13,153,163.0
Plastic Wrap,2024-05-14,163,163.0
Plastic Wrap,2024-05-15,163,164.0
Plastic Wrap,2024-05-16,164,237.0
Plastic Wrap,2024-05-17,237,236.0
Plastic Wrap,2024-05-18,236,190.0
Plastic Wrap,2024-05-19,190,167.0
Plastic Wrap,2024-05-20,167,165.0
Plastic Wrap,2024-05-21,165,162.0
Plastic Wrap,2024-05-22,162,163.0
Plastic Wrap,2024-05-23,163,159.0
Plastic Wrap,2024-05-24,159,157.0
Plastic Wrap,2024-05-25,157,159.0
Plastic Wrap,2024-05-26,159,150.0
Plastic Wrap,2024-05-27,150,164.0
Plastic Wrap,2024-05-28,164,157.0
Plastic Wrap,2024-05-29,157,156.0
Plastic Wrap,2024-05-30,156,157.0
Plastic Wrap,2024-05-31,157,150.0
Plastic Wrap,2024-06-01,150,146.0
Plastic Wrap,2024-06-02,146,152.0
Plastic Wrap,2024-06-03,152,156.0
Plastic Wrap,2024-06-04,156,148.0
Plastic Wrap,2024-06-05,148,
Potato Chips,2024-02-05,4,3.0
Potato Chips,2024-02-06,3,3.0
Potato Chips,2024-02-07,3,3.0
Potato Chips,2024-02-08,3,3.0
Potato Chips,2024-02-09,3,3.0
Potato Chips,2024-02-10,3,2.0
Potato Chips,2024-02-11,2,2.0
Potato Chips,2024-02-12,2,3.0
Potato Chips,2024-02-13,3,4.0
Potato Chips,2024-02-14,4,3.0
Potato Chips,2024-02-15,3,2.0
Potato Chips,2024-02-16,2,2.0
Potato Chips,2024-02-17,2,2.0
Potato Chips,2024-02-18,2,3.0
Potato Chips,2024-02-19,3,3.0
Potato Chips,2024-02-20,3,2.0
Potato Chips,2024-02-21,2,3.0
Potato Chips,2024-02-22,3,2.0
Potato Chips,2024-02-23,2,2.0
Potato Chips,2024-02-24,2,3.0
Potato Chips,2024-02-25,3,3.0
Potato Chips,2024-02-26,3,4.0
Potato Chips,2024-02-27,4,3.0
Potato Chips,2024-02-28,3,3.0
Potato Chips,2024-02-29,3,2.0
Potato Chips,2024-03-01,2,2.0
Potato Chips,2024-03-02,2,3.0
Potato Chips,2024-03-03,3,4.0
Potato Chips,2024-03-04,4,5.0
Potato Chips,2024-03-05,5,5.0
Potato Chips,2024-03-06,5,6.0
Potato Chips,2024-03-07,6,4.0
Potato Chips,2024-03-08,4,4.0
Potato Chips,2024-03-09,4,5.0
Potato Chips,2024-03-10,5,4.0
Potato Chips,2024-03-11,4,4.0
Potato Chips,2024-03-12,4,6.0
Potato Chips,2024-03-13,6,4.0
Potato Chips,2024-03-14,4,4.0
Potato Chips,2024-03-15,4,4.0
Potato Chips,2024-03-16,4,3.0
Potato Chips,2024-03-17,3,4.0
Potato Chips,2024-03-18,4,5.0
Potato Chips,2024-03-19,5,3.0
Potato Chips,2024-03-20,3,4.0
Potato Chips,2024-03-21,4,2.0
Potato Chips,2024-03-22,2,3.0
Potato Chips,2024-03-23,3,3.0
Potato Chips,2024-03-24,3,2.0
Potato Chips,2024-03-25,2,5.0
Potato Chips,2024-03-26,5,4.0
Potato Chips,2024-03-27,4,4.0
Potato Chips,2024-03-28,4,2.0
Potato Chips,2024-03-29,2,3.0
Potato Chips,2024-03-30,3,4.0
Potato Chips,2024-03-31,4,3.0
Potato Chips,2024-04-01,3,3.0
Potato Chips,2024-04-02,3,1.0
Potato Chips,2024-04-03,1,1.0
Potato Chips,2024-04-04,1,1.0
Potato Chips,2024-04-05,1,1.0
Potato Chips,2024-04-06,1,1.0
Potato Chips,2024-04-07,1,1.0
Potato Chips,2024-04-08,1,1.0
Potato Chips,2024-04-09,1,2.0
Potato Chips,2024-04-10,2,2.0
Potato Chips,2024-04-11,2,3.0
Potato Chips,2024-04-12,3,3.0
Potato Chips,2024-04-13,3,2.0
Potato Chips,2024-04-14,2,3.0
Potato Chips,2024-04-15,3,3.0
Potato Chips,2024-04-16,3,2.0
Potato Chips,2024-04-17,2,3.0
Potato Chips,2024-04-18,3,2.0
Potato Chips,2024-04-19,2,2.0
Potato Chips,2024-04-20,2,2.0
Potato Chips,2024-04-21,2,3.0
Potato Chips,2024-04-22,3,3.0
Potato Chips,2024-04-23,3,1.0
Potato Chips,2024-04-24,1,1.0
Potato Chips,2024-04-25,1,1.0
Potato Chips,2024-04-26,1,1.0
Potato Chips,2024-04-27,1,3.0
Potato Chips,2024-04-28,3,3.0
Potato Chips,2024-04-29,3,3.0
Potato Chips,2024-04-30,3,4.0
Potato Chips,2024-05-01,4,3.0
Potato Chips,2024-05-02,3,3.0
Potato Chips,2024-05-03,3,2.0
Potato Chips,2024-05-04,2,2.0
Potato Chips,2024-05-05,2,4.0
Potato Chips,2024-05-06,4,10.0
Potato Chips,2024-05-07,10,5.0
Potato Chips,2024-05-08,5,6.0
Potato Chips,2024-05-09,6,3.0
Potato Chips,2024-05-10,3,3.0
Potato Chips,2024-05-11,3,3.0
Potato Chips,2024-05-12,3,4.0
Potato Chips,2024-05-13,4,4.0
Potato Chips,2024-05-14,4,4.0
Potato Chips,2024-05-15,4,5.0
Potato Chips,2024-05-16,5,12.0
Potato Chips,2024-05-17,12,6.0
Potato Chips,2024-05-18,6,2.0
Potato Chips,2024-05-19,2,2.0
Potato Chips,2024-05-20,2,3.0
Potato Chips,2024-05-21,3,3.0
Potato Chips,2024-05-22,3,2.0
Potato Chips,2024-05-23,2,2.0
Potato Chips,2024-05-24,2,2.0
Potato Chips,2024-05-25,2,2.0
Potato Chips,2024-05-26,2,3.0
Potato Chips,2024-05-27,3,3.0
Potato Chips,2024-05-28,3,3.0
Potato Chips,2024-05-29,3,2.0
Potato Chips,2024-05-30,2,1.0
Potato Chips,2024-05-31,1,2.0
Potato Chips,2024-06-01,2,3.0
Potato Chips,2024-06-02,3,3.0
Potato Chips,2024-06-03,3,3.0
Potato Chips,2024-06-04,3,3.0
Potato Chips,2024-06-05,3,
Printer Paper,2024-02-05,5,2.0
Printer Paper,2024-02-06,2,2.0
Printer Paper,2024-02-07,2,2.0
Printer Paper,2024-02-08,2,7.0
Printer Paper,2024-02-09,7,3.0
Printer Paper,2024-02-10,3,2.0
Printer Paper,2024-02-11,2,2.0
Printer Paper,2024-02-12,2,2.0
Printer Paper,2024-02-13,2,2.0
Printer Paper,2024-02-14,2,2.0
Printer Paper,2024-02-15,2,2.0
Printer Paper,2024-02-16,2,2.0
Printer Paper,2024-02-17,2,3.0
Printer Paper,2024-02-18,3,8.0
Printer Paper,2024-02-19,8,3.0
Printer Paper,2024-02-20,3,2.0
Printer Paper,2024-02-21,2,2.0
Printer Paper,2024-02-22,2,2.0
Printer Paper,2024-02-23,2,3.0
Printer Paper,2024-02-24,3,3.0
Printer Paper,2024-02-25,3,2.0
Printer Paper,2024-02-26,2,2.0
Printer Paper,2024-02-27,2,2.0
Printer Paper,2024-02-28,2,7.0
Printer Paper,2024-02-29,7,3.0
Printer Paper,2024-03-01,3,3.0
Printer Paper,2024-03-02,3,3.0
Printer Paper,2024-03-03,3,3.0
Printer Paper,2024-03-04,3,3.0
Printer Paper,2024-03-05,3,4.0
Printer Paper,2024-03-06,4,6.0
Printer Paper,2024-03-07,6,3.0
Printer Paper,2024-03-08,3,3.0
Printer Paper,2024-03-09,3,3.0
Printer Paper,2024-03-10,3,7.0
Printer Paper,2024-03-11,7,2.0
Printer Paper,2024-03-12,2,2.0
Printer Paper,2024-03-13,2,2.0
Printer Paper,2024-03-14,2,3.0
Printer Paper,2024-03-15,3,12.0
Printer Paper,2024-03-16,12,8.0
Printer Paper,2024-03-17,8,8.0
Printer Paper,2024-03-18,8,6.0
Printer Paper,2024-03-19,6,5.0
Printer Paper,2024-03-20,5,8.0
Printer Paper,2024-03-21,8,4.0
Printer Paper,2024-03-22,4,4.0
Printer Paper,2024-03-23,4,3.0
Printer Paper,2024-03-24,3,4.0
Printer Paper,2024-03-25,4,3.0
Printer Paper,2024-03-26,3,4.0
Printer Paper,2024-03-27,4,2.0
Printer Paper,2024-03-28,2,2.0
Printer Paper,2024-03-29,2,3.0
Printer Paper,2024-03-30,3,7.0
Printer Paper,2024-03-31,7,6.0
Printer Paper,2024-04-01,6,3.0
Printer Paper,2024-04-02,3,3.0
Printer Paper,2024-04-03,3,2.0
Printer Paper,2024-04-04,2,4.0
Printer Paper,2024-04-05,4,5.0
Printer Paper,2024-04-06,5,4.0
Printer Paper,2024-04-07,4,2.0
Printer Paper,2024-04-08,2,2.0
Printer Paper,2024-04-09,2,5.0
Printer Paper,2024-04-10,5,4.0
Printer Paper,2024-04-11,4,2.0
Printer Paper,2024-04-12,2,3.0
Printer Paper,2024-04-13,3,2.0
Printer Paper,2024-04-14,2,3.0
Printer Paper,2024-04-15,3,2.0
Printer Paper,2024-04-16,2,4.0
Printer Paper,2024-04-17,4,3.0
Printer Paper,2024-04-18,3,2.0
Printer Paper,2024-04-19,2,8.0
Printer Paper,2024-04-20,8,3.0
Printer Paper,2024-04-21,3,3.0
Printer Paper,2024-04-22,3,3.0
Printer Paper,2024-04-23,3,2.0
Printer Paper,2024-04-24,2,2.0
Printer Paper,2024-04-25,2,2.0
Printer Paper,2024-04-26,2,2.0
Printer Paper,2024-04-27,2,6.0
Printer Paper,2024-04-28,6,3.0
Printer Paper,2024-04-29,3,7.0
Printer Paper,2024-04-30,7,5.0
Printer Paper,2024-05-01,5,3.0
Printer Paper,2024-05-02,3,3.0
Printer Paper,2024-05-03,3,3.0
Printer Paper,2024-05-04,3,3.0
Printer Paper,2024-05-05,3,6.0
Printer Paper,2024-05-06,6,6.0
Printer Paper,2024-05-07,6,2.0
Printer Paper,2024-05-08,2,2.0
Printer Paper,2024-05-09,2,2.0
Printer Paper,2024-05-10,2,8.0
Printer Paper,2024-05-11,8,4.0
Printer Paper,2024-05-12,4,6.0
Printer Paper,2024-05-13,6,5.0
Printer Paper,2024-05-14,5,3.0
Printer Paper,2024-05-15,3,4.0
Printer Paper,2024-05-16,4,2.0
Printer Paper,2024-05-17,2,4.0
Printer Paper,2024-05-18,4,3.0
Printer Paper,2024-05-19,3,3.0
Printer Paper,2024-05-20,3,7.0
Printer Paper,2024-05-21,7,4.0
Printer Paper,2024-05-22,4,2.0
Printer Paper,2024-05-23,2,3.0
Printer Paper,2024-05-24,3,2.0
Printer Paper,2024-05-25,2,3.0
Printer Paper,2024-05-26,3,3.0
Printer Paper,2024-05-27,3,3.0
Printer Paper,2024-05-28,3,4.0
Printer Paper,2024-05-29,4,2.0
Printer Paper,2024-05-30,2,8.0
Printer Paper,2024-05-31,8,4.0
Printer Paper,2024-06-01,4,3.0
Printer Paper,2024-06-02,3,6.0
Printer Paper,2024-06-03,6,4.0
Printer Paper,2024-06-04,4,4.0
Printer Paper,2024-06-05,4,
Rubbing Alcohol,2024-02-05,18,18.0
Rubbing Alcohol,2024-02-06,18,17.0
Rubbing Alcohol,2024-02-07,17,16.0
Rubbing Alcohol,2024-02-08,16,16.0
Rubbing Alcohol,2024-02-09,16,16.0
Rubbing Alcohol,2024-02-10,16,17.0
Rubbing Alcohol,2024-02-11,17,17.0
Rubbing Alcohol,2024-02-12,17,18.0
Rubbing Alcohol,2024-02-13,18,17.0
Rubbing Alcohol,2024-02-14,17,17.0
Rubbing Alcohol,2024-02-15,17,16.0
Rubbing Alcohol,2024-02-16,16,15.0
Rubbing Alcohol,2024-02-17,15,18.0
Rubbing Alcohol,2024-02-18,18,18.0
Rubbing Alcohol,2024-02-19,18,18.0
Rubbing Alcohol,2024-02-20,18,18.0
Rubbing Alcohol,2024-02-21,18,18.0
Rubbing Alcohol,2024-02-22,18,17.0
Rubbing Alcohol,2024-02-23,17,16.0
Rubbing Alcohol,2024-02-24,16,18.0
Rubbing Alcohol,2024-02-25,18,17.0
Rubbing Alcohol,2024-02-26,17,18.0
Rubbing Alcohol,2024-02-27,18,19.0
Rubbing Alcohol,2024-02-28,19,19.0
Rubbing Alcohol,2024-02-29,19,18.0
Rubbing Alcohol,2024-03-01,18,18.0
Rubbing Alcohol,2024-03-02,18,19.0
Rubbing Alcohol,2024-03-03,19,19.0
Rubbing Alcohol,2024-03-04,19,18.0
Rubbing Alcohol,2024-03-05,18,18.0
Rubbing Alcohol,2024-03-06,18,24.0
Rubbing Alcohol,2024-03-07,24,21.0
Rubbing Alcohol,2024-03-08,21,19.0
Rubbing Alcohol,2024-03-09,19,20.0
Rubbing Alcohol,2024-03-10,20,19.0
Rubbing Alcohol,2024-03-11,19,21.0
Rubbing Alcohol,2024-03-12,21,24.0
Rubbing Alcohol,2024-03-13,24,21.0
Rubbing Alcohol,2024-03-14,21,21.0
Rubbing Alcohol,2024-03-15,21,17.0
Rubbing Alcohol,2024-03-16,17,19.0
Rubbing Alcohol,2024-03-17,19,19.0
Rubbing Alcohol,2024-03-18,19,19.0
Rubbing Alcohol,2024-03-19,19,20.0
Rubbing Alcohol,2024-03-20,20,20.0
Rubbing Alcohol,2024-03-21,20,20.0
Rubbing Alcohol,2024-03-22,20,19.0
Rubbing Alcohol,2024-03-23,19,20.0
Rubbing Alcohol,2024-03-24,20,21.0
Rubbing Alcohol,2024-03-25,21,22.0
Rubbing Alcohol,2024-03-26,22,22.0
Rubbing Alcohol,2024-03-27,22,21.0
Rubbing Alcohol,2024-03-28,21,20.0
Rubbing Alcohol,2024-03-29,20,21.0
Rubbing Alcohol,2024-03-30,21,21.0
Rubbing Alcohol,2024-03-31,21,22.0
Rubbing Alcohol,2024-04-01,22,20.0
Rubbing Alcohol,2024-04-02,20,18.0
Rubbing Alcohol,2024-04-03,18,17.0
Rubbing Alcohol,2024-04-04,17,16.0
Rubbing Alcohol,2024-04-05,16,15.0
Rubbing Alcohol,2024-04-06,15,15.0
Rubbing Alcohol,2024-04-07,15,15.0
Rubbing Alcohol,2024-04-08,15,16.0
Rubbing Alcohol,2024-04-09,16,17.0
Rubbing Alcohol,2024-04-10,17,18.0
Rubbing Alcohol,2024-04-11,18,21.0
Rubbing Alcohol,2024-04-12,21,20.0
Rubbing Alcohol,2024-04-13,20,17.0
Rubbing Alcohol,2024-04-14,17,21.0
Rubbing Alcohol,2024-04-15,21,19.0
Rubbing Alcohol,2024-04-16,19,18.0
Rubbing Alcohol,2024-04-17,18,18.0
Rubbing Alcohol,2024-04-18,18,17.0
Rubbing Alcohol,2024-04-19,17,17.0
Rubbing Alcohol,2024-04-20,17,19.0
Rubbing Alcohol,2024-04-21,19,19.0
Rubbing Alcohol,2024-04-22,19,18.0
Rubbing Alcohol,2024-04-23,18,20.0
Rubbing Alcohol,2024-04-24,20,21.0
Rubbing Alcohol,2024-04-25,21,18.0
Rubbing Alcohol,2024-04-26,18,17.0
Rubbing Alcohol,2024-04-27,17,25.0
Rubbing Alcohol,2024-04-28,25,43.0
Rubbing Alcohol,2024-04-29,43,28.0
Rubbing Alcohol,2024-04-30,28,25.0
Rubbing Alcohol,2024-05-01,25,26.0
Rubbing Alcohol,2024-05-02,26,25.0
Rubbing Alcohol,2024-05-03,25,22.0
Rubbing Alcohol,2024-05-04,22,23.0
Rubbing Alcohol,2024-05-05,23,32.0
Rubbing Alcohol,2024-05-06,32,68.0
Rubbing Alcohol,2024-05-07,68,35.0
Rubbing Alcohol,2024-05-08,35,28.0
Rubbing Alcohol,2024-05-09,28,26.0
Rubbing Alcohol,2024-05-10,26,24.0
Rubbing Alcohol,2024-05-11,24,25.0
Rubbing Alcohol,2024-05-12,25,26.0
Rubbing Alcohol,2024-05-13,26,26.0
Rubbing Alcohol,2024-05-14,26,23.0
Rubbing Alcohol,2024-05-15,23,34.0
Rubbing Alcohol,2024-05-16,34,69.0
Rubbing Alcohol,2024-05-17,69,37.0
Rubbing Alcohol,2024-05-18,37,20.0
Rubbing Alcohol,2024-05-19,20,17.0
Rubbing Alcohol,2024-05-20,17,16.0
Rubbing Alcohol,2024-05-21,16,17.0
Rubbing Alcohol,2024-05-22,17,17.0
Rubbing Alcohol,2024-05-23,17,16.0
Rubbing Alcohol,2024-05-24,16,17.0
Rubbing Alcohol,2024-05-25,17,18.0
Rubbing Alcohol,2024-05-26,18,19.0
Rubbing Alcohol,2024-05-27,19,18.0
Rubbing Alcohol,2024-05-28,18,18.0
Rubbing Alcohol,2024-05-29,18,17.0
Rubbing Alcohol,2024-05-30,17,17.0
Rubbing Alcohol,2024-05-31,17,17.0
Rubbing Alcohol,2024-06-01,17,19.0
Rubbing Alcohol,2024-06-02,19,19.0
Rubbing Alcohol,2024-06-03,19,19.0
Rubbing Alcohol,2024-06-04,19,19.0
Rubbing Alcohol,2024-06-05,19,
Salt,2024-02-05,12,13.0
Salt,2024-02-06,13,12.0
Salt,2024-02-07,12,12.0
Salt,2024-02-08,12,11.0
Salt,2024-02-09,11,11.0
Salt,2024-02-10,11,12.0
Salt,2024-02-11,12,12.0
Salt,2024-02-12,12,13.0
Salt,2024-02-13,13,12.0
Salt,2024-02-14,12,12.0
Salt,2024-02-15,12,11.0
Salt,2024-02-16,11,11.0
Salt,2024-02-17,11,12.0
Salt,2024-02-18,12,12.0
Salt,2024-02-19,12,12.0
Salt,2024-02-20,12,12.0
Salt,2024-02-21,12,12.0
Salt,2024-02-22,12,12.0
Salt,2024-02-23,12,11.0
Salt,2024-02-24,11,12.0
Salt,2024-02-25,12,11.0
Salt,2024-02-26,11,12.0
Salt,2024-02-27,12,13.0
Salt,2024-02-28,13,12.0
Salt,2024-02-29,12,12.0
Salt,2024-03-01,12,12.0
Salt,2024-03-02,12,12.0
Salt,2024-03-03,12,12.0
Salt,2024-03-04,12,12.0
Salt,2024-03-05,12,11.0
Salt,2024-03-06,11,16.0
Salt,2024-03-07,16,13.0
Salt,2024-03-08,13,12.0
Salt,2024-03-09,12,12.0
Salt,2024-03-10,12,13.0
Salt,2024-03-11,13,14.0
Salt,2024-03-12,14,16.0
Salt,2024-03-13,16,14.0
Salt,2024-03-14,14,14.0
Salt,2024-03-15,14,11.0
Salt,2024-03-16,11,13.0
Salt,2024-03-17,13,13.0
Salt,2024-03-18,13,13.0
Salt,2024-03-19,13,13.0
Salt,2024-03-20,13,13.0
Salt,2024-03-21,13,12.0
Salt,2024-03-22,12,12.0
Salt,2024-03-23,12,13.0
Salt,2024-03-24,13,13.0
Salt,2024-03-25,13,13.0
Salt,2024-03-26,13,13.0
Salt,2024-03-27,13,13.0
Salt,2024-03-28,13,13.0
Salt,2024-03-29,13,13.0
Salt,2024-03-30,13,14.0
Salt,2024-03-31,14,14.0
Salt,2024-04-01,14,14.0
Salt,2024-04-02,14,14.0
Salt,2024-04-03,14,13.0
Salt,2024-04-04,13,13.0
Salt,2024-04-05,13,12.0
Salt,2024-04-06,12,12.0
Salt,2024-04-07,12,12.0
Salt,2024-04-08,12,11.0
Salt,2024-04-09,11,12.0
Salt,2024-04-10,12,12.0
Salt,2024-04-11,12,13.0
Salt,2024-04-12,13,13.0
Salt,2024-04-13,13,13.0
Salt,2024-04-14,13,12.0
Salt,2024-04-15,12,12.0
Salt,2024-04-16,12,12.0
Salt,2024-04-17,12,11.0
Salt,2024-04-18,11,10.0
Salt,2024-04-19,10,10.0
Salt,2024-04-20,10,11.0
Salt,2024-04-21,11,11.0
Salt,2024-04-22,11,11.0
Salt,2024-04-23,11,12.0
Salt,2024-04-24,12,13.0
Salt,2024-04-25,13,11.0
Salt,2024-04-26,11,10.0
Salt,2024-04-27,10,16.0
Salt,2024-04-28,16,26.0
Salt,2024-04-29,26,16.0
Salt,2024-04-30,16,15.0
Salt,2024-05-01,15,15.0
Salt,2024-05-02,15,14.0
Salt,2024-05-03,14,13.0
Salt,2024-05-04,13,13.0
Salt,2024-05-05,13,20.0
Salt,2024-05-06,20,41.0
Salt,2024-05-07,41,22.0
Salt,2024-05-08,22,16.0
Salt,2024-05-09,16,15.0
Salt,2024-05-10,15,14.0
Salt,2024-05-11,14,15.0
Salt,2024-05-12,15,15.0
Salt,2024-05-13,15,16.0
Salt,2024-05-14,16,14.0
Salt,2024-05-15,14,21.0
Salt,2024-05-16,21,38.0
Salt,2024-05-17,38,24.0
Salt,2024-05-18,24,12.0
Salt,2024-05-19,12,10.0
Salt,2024-05-20,10,11.0
Salt,2024-05-21,11,10.0
Salt,2024-05-22,10,9.0
Salt,2024-05-23,9,10.0
Salt,2024-05-24,10,9.0
Salt,2024-05-25,9,10.0
Salt,2024-05-26,10,11.0
Salt,2024-05-27,11,10.0
Salt,2024-05-28,10,10.0
Salt,2024-05-29,10,11.0
Salt,2024-05-30,11,10.0
Salt,2024-05-31,10,10.0
Salt,2024-06-01,10,11.0
Salt,2024-06-02,11,11.0
Salt,2024-06-03,11,11.0
Salt,2024-06-04,11,12.0
Salt,2024-06-05,12,
Shampoo,2024-02-05,89,89.0
Shampoo,2024-02-06,89,87.0
Shampoo,2024-02-07,87,88.0
Shampoo,2024-02-08,88,87.0
